,gene,validation,Biological_process,Cellular_component,Molecular_function
620,YGL171W,Verified,null,nucleolus,ATP
621,YGL171W,Verified,null,nucleolus,null
622,YGL171W,Verified,null,null,ATP
623,YGL171W,Verified,null,null,null
624,YPR194C,Verified,transport,membrane,transporter
625,YPR194C,Verified,transport,membrane,null
626,YPR194C,Verified,transport,null,transporter
627,YPR194C,Verified,transport,null,null
628,YPR194C,Verified,ion,membrane,transporter
629,YPR194C,Verified,ion,membrane,null
630,YPR194C,Verified,ion,null,transporter
631,YPR194C,Verified,ion,null,null
632,YPR194C,Verified,regulation,membrane,transporter
633,YPR194C,Verified,regulation,membrane,null
634,YPR194C,Verified,regulation,null,transporter
635,YPR194C,Verified,regulation,null,null
636,YPR194C,Verified,positive,membrane,transporter
637,YPR194C,Verified,positive,membrane,null
638,YPR194C,Verified,positive,null,transporter
639,YPR194C,Verified,positive,null,null
640,YPR194C,Verified,null,membrane,transporter
641,YPR194C,Verified,null,membrane,null
642,YPR194C,Verified,null,null,transporter
643,YPR194C,Verified,null,null,null
644,YGR019W,Verified,catabolic process,cytosol,null
645,YGR019W,Verified,catabolic process,null,null
646,YGR019W,Verified,null,cytosol,null
647,YGR019W,Verified,null,null,null
648,YNL208W,Verified,biological_process,null,molecular_function
649,YNL208W,Verified,biological_process,null,null
650,YNL208W,Verified,null,null,molecular_function
651,YNL208W,Verified,null,null,null
652,YJL188C,Dubious,null,cellular_component,molecular_function
653,YJL188C,Dubious,null,cellular_component,null
654,YJL188C,Dubious,null,null,molecular_function
655,YJL188C,Dubious,null,null,null
656,YLL057C,Verified,catabolic process,cellular_component,null
657,YLL057C,Verified,catabolic process,null,null
658,YLL057C,Verified,null,cellular_component,null
659,YLL057C,Verified,null,null,null
660,YBR296C,Uncharacterized,transport,membrane,null
661,YBR296C,Uncharacterized,transport,null,null
662,YBR296C,Uncharacterized,ion,membrane,null
663,YBR296C,Uncharacterized,ion,null,null
664,YBR296C,Uncharacterized,null,membrane,null
665,YBR296C,Uncharacterized,null,null,null
666,YNL277W,Verified,metabolic process,null,null
667,YNL277W,Verified,ion,null,null
668,YNL277W,Verified,null,null,null
669,YMR040W,Verified,biological_process,null,molecular_function
670,YMR040W,Verified,biological_process,null,null
671,YMR040W,Verified,null,null,molecular_function
672,YMR040W,Verified,null,null,null
673,YDR077W,Verified,ion,mitochond,null
674,YDR077W,Verified,ion,null,null
675,YDR077W,Verified,null,mitochond,null
676,YDR077W,Verified,null,null,null
677,YMR266W,Verified,transport,membrane,molecular_function
678,YMR266W,Verified,transport,membrane,null
679,YMR266W,Verified,transport,null,molecular_function
680,YMR266W,Verified,transport,null,null
681,YMR266W,Verified,null,membrane,molecular_function
682,YMR266W,Verified,null,membrane,null
683,YMR266W,Verified,null,null,molecular_function
684,YMR266W,Verified,null,null,null
685,YKR064W,Verified,negative,null,transcription
686,YKR064W,Verified,negative,null,RNA polymerase
687,YKR064W,Verified,negative,null,null
688,YKR064W,Verified,regulation,null,transcription
689,YKR064W,Verified,regulation,null,RNA polymerase
690,YKR064W,Verified,regulation,null,null
691,YKR064W,Verified,ion,null,transcription
692,YKR064W,Verified,ion,null,RNA polymerase
693,YKR064W,Verified,ion,null,null
694,YKR064W,Verified,null,null,transcription
695,YKR064W,Verified,null,null,RNA polymerase
696,YKR064W,Verified,null,null,null
697,YPL089C,Verified,ion,nucle,transcription
698,YPL089C,Verified,ion,nucle,RNA polymerase
699,YPL089C,Verified,ion,nucle,null
700,YPL089C,Verified,ion,null,transcription
701,YPL089C,Verified,ion,null,RNA polymerase
702,YPL089C,Verified,ion,null,null
703,YPL089C,Verified,positive,nucle,transcription
704,YPL089C,Verified,positive,nucle,RNA polymerase
705,YPL089C,Verified,positive,nucle,null
706,YPL089C,Verified,positive,null,transcription
707,YPL089C,Verified,positive,null,RNA polymerase
708,YPL089C,Verified,positive,null,null
709,YPL089C,Verified,regulation,nucle,transcription
710,YPL089C,Verified,regulation,nucle,RNA polymerase
711,YPL089C,Verified,regulation,nucle,null
712,YPL089C,Verified,regulation,null,transcription
713,YPL089C,Verified,regulation,null,RNA polymerase
714,YPL089C,Verified,regulation,null,null
715,YPL089C,Verified,null,nucle,transcription
716,YPL089C,Verified,null,nucle,RNA polymerase
717,YPL089C,Verified,null,nucle,null
718,YPL089C,Verified,null,null,transcription
719,YPL089C,Verified,null,null,RNA polymerase
720,YPL089C,Verified,null,null,null
721,YGR277C,Verified,null,null,null
722,YDL139C,Verified,ion,nucle,null
723,YDL139C,Verified,ion,null,null
724,YDL139C,Verified,protein,nucle,null
725,YDL139C,Verified,protein,null,null
726,YDL139C,Verified,negative,nucle,null
727,YDL139C,Verified,negative,null,null
728,YDL139C,Verified,regulation,nucle,null
729,YDL139C,Verified,regulation,null,null
730,YDL139C,Verified,catabolic process,nucle,null
731,YDL139C,Verified,catabolic process,null,null
732,YDL139C,Verified,null,nucle,null
733,YDL139C,Verified,null,null,null
734,YDR246W,Uncharacterized,transport,null,null
735,YDR246W,Uncharacterized,ion,null,null
736,YDR246W,Uncharacterized,null,null,null
737,YOR288C,Verified,protein,null,null
738,YOR288C,Verified,null,null,null
739,YCR028C,Verified,transport,membrane,transmembrane
740,YCR028C,Verified,transport,membrane,transporter
741,YCR028C,Verified,transport,membrane,null
742,YCR028C,Verified,transport,null,transmembrane
743,YCR028C,Verified,transport,null,transporter
744,YCR028C,Verified,transport,null,null
745,YCR028C,Verified,null,membrane,transmembrane
746,YCR028C,Verified,null,membrane,transporter
747,YCR028C,Verified,null,membrane,null
748,YCR028C,Verified,null,null,transmembrane
749,YCR028C,Verified,null,null,transporter
750,YCR028C,Verified,null,null,null
751,YML054C,Uncharacterized,metabolic process,mitochond,dehydrogenase
752,YML054C,Uncharacterized,metabolic process,mitochond,null
753,YML054C,Uncharacterized,metabolic process,membrane,dehydrogenase
754,YML054C,Uncharacterized,metabolic process,membrane,null
755,YML054C,Uncharacterized,metabolic process,null,dehydrogenase
756,YML054C,Uncharacterized,metabolic process,null,null
757,YML054C,Uncharacterized,null,mitochond,dehydrogenase
758,YML054C,Uncharacterized,null,mitochond,null
759,YML054C,Uncharacterized,null,membrane,dehydrogenase
760,YML054C,Uncharacterized,null,membrane,null
761,YML054C,Uncharacterized,null,null,dehydrogenase
762,YML054C,Uncharacterized,null,null,null
763,YLR179C,Verified,biological_process,cytoplasm,molecular_function
764,YLR179C,Verified,biological_process,cytoplasm,null
765,YLR179C,Verified,biological_process,null,molecular_function
766,YLR179C,Verified,biological_process,null,null
767,YLR179C,Verified,null,cytoplasm,molecular_function
768,YLR179C,Verified,null,cytoplasm,null
769,YLR179C,Verified,null,null,molecular_function
770,YLR179C,Verified,null,null,null
771,YOR141C,Verified,repair,nucle,ATP
772,YOR141C,Verified,repair,nucle,null
773,YOR141C,Verified,repair,null,ATP
774,YOR141C,Verified,repair,null,null
775,YOR141C,Verified,ion,nucle,ATP
776,YOR141C,Verified,ion,nucle,null
777,YOR141C,Verified,ion,null,ATP
778,YOR141C,Verified,ion,null,null
779,YOR141C,Verified,null,nucle,ATP
780,YOR141C,Verified,null,nucle,null
781,YOR141C,Verified,null,null,ATP
782,YOR141C,Verified,null,null,null
783,YPL280W,Verified,null,cytoplasm,peptidase
784,YPL280W,Verified,null,cytoplasm,null
785,YPL280W,Verified,null,null,peptidase
786,YPL280W,Verified,null,null,null
787,YBL106C,Verified,transport,membrane,molecular_function
788,YBL106C,Verified,transport,membrane,null
789,YBL106C,Verified,transport,null,molecular_function
790,YBL106C,Verified,transport,null,null
791,YBL106C,Verified,null,membrane,molecular_function
792,YBL106C,Verified,null,membrane,null
793,YBL106C,Verified,null,null,molecular_function
794,YBL106C,Verified,null,null,null
795,YGL044C,Verified,ion,null,null
796,YGL044C,Verified,null,null,null
797,YER107C,Verified,ion,nucle,molecular_function
798,YER107C,Verified,ion,nucle,null
799,YER107C,Verified,ion,cytoplasm,molecular_function
800,YER107C,Verified,ion,cytoplasm,null
801,YER107C,Verified,ion,null,molecular_function
802,YER107C,Verified,ion,null,null
803,YER107C,Verified,regulation,nucle,molecular_function
804,YER107C,Verified,regulation,nucle,null
805,YER107C,Verified,regulation,cytoplasm,molecular_function
806,YER107C,Verified,regulation,cytoplasm,null
807,YER107C,Verified,regulation,null,molecular_function
808,YER107C,Verified,regulation,null,null
809,YER107C,Verified,null,nucle,molecular_function
810,YER107C,Verified,null,nucle,null
811,YER107C,Verified,null,cytoplasm,molecular_function
812,YER107C,Verified,null,cytoplasm,null
813,YER107C,Verified,null,null,molecular_function
814,YER107C,Verified,null,null,null
815,YBR038W,Verified,ion,null,null
816,YBR038W,Verified,null,null,null
817,YGR259C,Dubious,biological_process,cellular_component,molecular_function
818,YGR259C,Dubious,biological_process,cellular_component,null
819,YGR259C,Dubious,biological_process,null,molecular_function
820,YGR259C,Dubious,biological_process,null,null
821,YGR259C,Dubious,null,cellular_component,molecular_function
822,YGR259C,Dubious,null,cellular_component,null
823,YGR259C,Dubious,null,null,molecular_function
824,YGR259C,Dubious,null,null,null
825,YEL047C,Verified,null,cytosol,NADH
826,YEL047C,Verified,null,cytosol,null
827,YEL047C,Verified,null,null,NADH
828,YEL047C,Verified,null,null,null
829,YPR016C,Verified,ion,nucle,null
830,YPR016C,Verified,ion,nucleolus,null
831,YPR016C,Verified,ion,cytoplasm,null
832,YPR016C,Verified,ion,null,null
833,YPR016C,Verified,null,nucle,null
834,YPR016C,Verified,null,nucleolus,null
835,YPR016C,Verified,null,cytoplasm,null
836,YPR016C,Verified,null,null,null
837,YLR157C,Uncharacterized,catabolic process,null,null
838,YLR157C,Uncharacterized,starvation,null,null
839,YLR157C,Uncharacterized,ion,null,null
840,YLR157C,Uncharacterized,null,null,null
841,YDL055C,Verified,protein,null,null
842,YDL055C,Verified,ion,null,null
843,YDL055C,Verified,null,null,null
844,YML009C,Verified,ion,mitochond,null
845,YML009C,Verified,ion,ribosomal,null
846,YML009C,Verified,ion,null,null
847,YML009C,Verified,null,mitochond,null
848,YML009C,Verified,null,ribosomal,null
849,YML009C,Verified,null,null,null
850,YML072C,Verified,regulation,endoplasm,null
851,YML072C,Verified,regulation,membrane,null
852,YML072C,Verified,regulation,null,null
853,YML072C,Verified,ion,endoplasm,null
854,YML072C,Verified,ion,membrane,null
855,YML072C,Verified,ion,null,null
856,YML072C,Verified,membrane organization,endoplasm,null
857,YML072C,Verified,membrane organization,membrane,null
858,YML072C,Verified,membrane organization,null,null
859,YML072C,Verified,null,endoplasm,null
860,YML072C,Verified,null,membrane,null
861,YML072C,Verified,null,null,null
862,YDR142C,Verified,protein,cytosol,null
863,YDR142C,Verified,protein,null,null
864,YDR142C,Verified,null,cytosol,null
865,YDR142C,Verified,null,null,null
866,YFL044C,Verified,regulation,null,null
867,YFL044C,Verified,ion,null,null
868,YFL044C,Verified,protein,null,null
869,YFL044C,Verified,null,null,null
870,YKL019W,Verified,ion,null,null
871,YKL019W,Verified,protein,null,null
872,YKL019W,Verified,null,null,null
873,YJL130C,Verified,metabolic process,cytoplasm,null
874,YJL130C,Verified,metabolic process,membrane,null
875,YJL130C,Verified,metabolic process,null,null
876,YJL130C,Verified,negative,cytoplasm,null
877,YJL130C,Verified,negative,membrane,null
878,YJL130C,Verified,negative,null,null
879,YJL130C,Verified,regulation,cytoplasm,null
880,YJL130C,Verified,regulation,membrane,null
881,YJL130C,Verified,regulation,null,null
882,YJL130C,Verified,ion,cytoplasm,null
883,YJL130C,Verified,ion,membrane,null
884,YJL130C,Verified,ion,null,null
885,YJL130C,Verified,null,cytoplasm,null
886,YJL130C,Verified,null,membrane,null
887,YJL130C,Verified,null,null,null
888,YBL085W,Verified,ion,null,null
889,YBL085W,Verified,null,null,null
890,YBR116C,Dubious,biological_process,cellular_component,molecular_function
891,YBR116C,Dubious,biological_process,cellular_component,null
892,YBR116C,Dubious,biological_process,null,molecular_function
893,YBR116C,Dubious,biological_process,null,null
894,YBR116C,Dubious,null,cellular_component,molecular_function
895,YBR116C,Dubious,null,cellular_component,null
896,YBR116C,Dubious,null,null,molecular_function
897,YBR116C,Dubious,null,null,null
898,YDR166C,Verified,transport,null,molecular_function
899,YDR166C,Verified,transport,null,null
900,YDR166C,Verified,null,null,molecular_function
901,YDR166C,Verified,null,null,null
902,YDR082W,Verified,negative,null,null
903,YDR082W,Verified,regulation,null,null
904,YDR082W,Verified,ion,null,null
905,YDR082W,Verified,null,null,null
906,YDR348C,Verified,null,null,null
907,YKL182W,Verified,null,cytosol,ADP
908,YKL182W,Verified,null,cytosol,null
909,YKL182W,Verified,null,null,ADP
910,YKL182W,Verified,null,null,null
911,YDR333C,Verified,protein,cytosol,molecular_function
912,YDR333C,Verified,protein,cytosol,null
913,YDR333C,Verified,protein,ribosomal,molecular_function
914,YDR333C,Verified,protein,ribosomal,null
915,YDR333C,Verified,protein,null,molecular_function
916,YDR333C,Verified,protein,null,null
917,YDR333C,Verified,catabolic process,cytosol,molecular_function
918,YDR333C,Verified,catabolic process,cytosol,null
919,YDR333C,Verified,catabolic process,ribosomal,molecular_function
920,YDR333C,Verified,catabolic process,ribosomal,null
921,YDR333C,Verified,catabolic process,null,molecular_function
922,YDR333C,Verified,catabolic process,null,null
923,YDR333C,Verified,null,cytosol,molecular_function
924,YDR333C,Verified,null,cytosol,null
925,YDR333C,Verified,null,ribosomal,molecular_function
926,YDR333C,Verified,null,ribosomal,null
927,YDR333C,Verified,null,null,molecular_function
928,YDR333C,Verified,null,null,null
929,YPL027W,Verified,null,membrane,molecular_function
930,YPL027W,Verified,null,membrane,null
931,YPL027W,Verified,null,null,molecular_function
932,YPL027W,Verified,null,null,null
933,YIR012W,Verified,null,cytosol,null
934,YIR012W,Verified,null,null,null
935,YLR363C,Verified,catabolic process,null,molecular_function
936,YLR363C,Verified,catabolic process,null,null
937,YLR363C,Verified,null,null,molecular_function
938,YLR363C,Verified,null,null,null
939,YDR179C,Verified,ion,null,molecular_function
940,YDR179C,Verified,ion,null,null
941,YDR179C,Verified,null,null,molecular_function
942,YDR179C,Verified,null,null,null
943,YML089C,Dubious,biological_process,cellular_component,molecular_function
944,YML089C,Dubious,biological_process,cellular_component,null
945,YML089C,Dubious,biological_process,null,molecular_function
946,YML089C,Dubious,biological_process,null,null
947,YML089C,Dubious,null,cellular_component,molecular_function
948,YML089C,Dubious,null,cellular_component,null
949,YML089C,Dubious,null,null,molecular_function
950,YML089C,Dubious,null,null,null
951,YLR431C,Verified,positive,membrane,molecular_function
952,YLR431C,Verified,positive,membrane,null
953,YLR431C,Verified,positive,null,molecular_function
954,YLR431C,Verified,positive,null,null
955,YLR431C,Verified,regulation,membrane,molecular_function
956,YLR431C,Verified,regulation,membrane,null
957,YLR431C,Verified,regulation,null,molecular_function
958,YLR431C,Verified,regulation,null,null
959,YLR431C,Verified,ion,membrane,molecular_function
960,YLR431C,Verified,ion,membrane,null
961,YLR431C,Verified,ion,null,molecular_function
962,YLR431C,Verified,ion,null,null
963,YLR431C,Verified,protein,membrane,molecular_function
964,YLR431C,Verified,protein,membrane,null
965,YLR431C,Verified,protein,null,molecular_function
966,YLR431C,Verified,protein,null,null
967,YLR431C,Verified,null,membrane,molecular_function
968,YLR431C,Verified,null,membrane,null
969,YLR431C,Verified,null,null,molecular_function
970,YLR431C,Verified,null,null,null
971,YKR046C,Verified,ion,null,molecular_function
972,YKR046C,Verified,ion,null,null
973,YKR046C,Verified,null,null,molecular_function
974,YKR046C,Verified,null,null,null
975,YJR005W,Verified,null,null,null
976,YJL116C,Verified,ion,null,molecular_function
977,YJL116C,Verified,ion,null,null
978,YJL116C,Verified,null,null,molecular_function
979,YJL116C,Verified,null,null,null
980,YER030W,Verified,null,nucle,histone
981,YER030W,Verified,null,nucle,null
982,YER030W,Verified,null,null,histone
983,YER030W,Verified,null,null,null
984,YHR041C,Verified,negative,null,transcription
985,YHR041C,Verified,negative,null,RNA polymerase
986,YHR041C,Verified,negative,null,null
